SMILES;Output
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCOCC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C;0
CCC(=O)ON[N+](=O)[O-];0
CN1C(=O)c2ccccc2OC12C=Cc1c(ccc3ccccc13)O2;0
CN1C(=NS(=O)(=O)c2ccc(Cl)cc2)C(=NN=P(c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc21;0
CC1(C)C(=O)N2C(=O)CC(=O)N2C1=O;0
Cc1cc2c(cc1Cl)SC(NNC(=O)c1ccccc1)=NS2(=O)=O;0
Cc1c(C=NNC(=O)c2cc(Br)cc(Br)c2O)c(=O)n(-c2ccccc2)n1C;0
FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(C3CC3)CC1)c1ccccc1S2;0
CC(C#N)(NO)C(C)(C#N)NO;0
CCC1=C(CC)C1(C#N)[N+](=O)[O-];0
CCOC1[C-]([Fe+2]2345(C#[O+])(C#[O+])C6=C2[C-]3C4=C65)CC2(C)C(=O)C3=C4C5=C(C12)[Fe]345(C#[O+])(C#[O+])C#[O+];0
CN1C(c2ccccc2)CS(=O)(=O)CS1(=O)=O;0
Cl.OCC1NC(CC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O;0
O=C1CCN2C(=N1)Nc1cccc3cccc2c13;0
Cc1c(-c2nnc(-c3ccc(Cl)cc3)o2)c(=O)n(-c2ccccc2)n1C;0
Nc1c(N=Nc2ccc(S(=O)(=O)c3ccc(N=Nc4cc(S(=O)(=O)O)c5cccc(S(=O)(=O)O)c5c4N)cc3)cc2)cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c12.[NaH];1
Cc1cc(O)cc(O)c1C(=O)OC1(C)C(=O)C=C2C=C(C=CC(=O)O)OC=C2C1=O;0
CCOC1CC2OC(=O)C1C=C2C(=O)OC;0
CC1CN=C(N(C(=O)Nc2ccccc2)c2ccccc2)S1;0
O=C(O)C1C(C2CCCCC2)OC(C2CCCCC2)OC1C(F)(F)F;0
C=CCNC(=S)NC=C1C(=O)N(c2ccccc2)N=C1C;0
Oc1ccccc1C=NNC(=S)Nc1cccc2cc3ccccc3nc12;0
c1csc(-c2ccc(-c3ccc(-c4ccc(-c5cccs5)s4)s3)s2)c1;0
O=[N+]([O-])c1cccc(S(=O)(=O)NN=Cc2cc(I)cc([N+](=O)[O-])c2O)c1;0
O=[N+]([O-])c1ccc(C=Cc2ccc(N=Nc3ccc(C=Cc4ccc([N+](=O)[O-])cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1;1
COc1ccc(C2CCc3cc4c(cc3C2=NOC(C)=O)OCO4)cc1OC;0
NCCCc1nonc1C(=O)O;0
O=C(C=Cc1ccccc1)c1cccs1;0
Cc1c(C(=O)NCCO)[n+]([O-])c2cc(Cl)ccc2[n+]1[O-];0
CC(=Cc1ccc(N(C)C)cc1)C(=O)O;0
CC(CC(O)(C(F)(F)Cl)C(F)(F)Cl)=NNC(N)=S;0
O=C1c2ccccc2-c2cccc3ccc(Cc4ccc5ccccc5c4)c1c23;0
CCOC(=O)C(C#N)=Cc1cccc(F)c1;0
O=C1O[Cu-3]2(Nc3ccccc31)Nc1ccccc1C(=O)O2;0
CC1(C)C(N2CCOCC2)CS1(=O)=O;0
O=C(O)c1ccccc1SSC(=S)N1CCOCC1;0
CC(=O)C(=[N+]=[N-])C(=O)OCCOC(=O)C(=[N+]=[N-])C(C)=O;0
C=CCN1CN(c2ccccc2)C2(CCN(CCCC3(c4ccc(F)cc4)OCCO3)CC2)C1=O;0
N#Cc1ccc(C=C2Cc3ccccc3C2=O)cc1;0
O=C(Nc1nc2ccc([N+](=O)[O-])cc2s1)C(=O)C(C(=O)c1ccncc1)C1OC(=O)c2ccccc21;0
Cl.Nc1ccccc1OCCCOc1ccccc1N;0
Cc1ccc(-n2cc(-c3ccc(Cl)cc3)c3c(NN=C4SCC(=O)N4C)ncnc32)cc1;0
CC(=O)Nc1[nH]c(C#N)nc1C#N;0
CCOC(=O)C(C#N)=Cc1coc2cc(C)cc(C)c2c1=O;0
CC(=O)Nc1ccc(C=C2SC(=S)N(C=C(C#N)S(=O)(=O)c3ccc(C)cc3)C2=O)cc1;0
Brc1ncnc2c1ncn2C1CCCS1;0
Oc1nc(Nc2ccc(Cl)cc2)nc2[nH]cnc12;0
Cc1ccc2ccccc2c1CC1S(=O)(=O)OCCOS1(=O)=O;0
O=C(CC(=O)N1N=C(N2c3ccccc3Sc3ccccc32)CC1c1ccccc1)Nc1ccccc1Cl;0
CC(=NNC(=O)CC(=O)N(C(=O)c1ccccc1Cl)c1ccc(C)cc1)c1ccc(Cl)cc1;0
O=C(CCc1ccc(O)c(O)c1)NCCc1ccc(O)c(O)c1;0
CC1(C)OC2C(CF)OC(n3cc(Br)c(=O)[nH]c3=O)C2O1;0
O=C1C(=Cc2cccc([N+](=O)[O-])c2)SC(=S)N1C1CC1;0
CC1(C)OC2COC3(C4OC(C)(C)OC4CO)OC(C)(C)OC3C2O1;0
O=C1NC23C4C5C6C4C2(N1)C6C53;0
C#CC1(O)CCC2C3CCc4cc(Oc5nc(F)nc(-c6c7ccccc7c7sc8ccccc8n67)n5)ccc4C3CCC21C;0
C=Cc1c(C)c2cc3nc(c4c5nc(cc6[nH]c(cc1[nH]2)c(C)c6CC)C(C)=C5C(=O)C4C(=O)O)C(CCC(=O)O)C3C;0
COC1=C(C(=O)OC(C)(C)C)C23CCCCC2(C(C(=O)OC(C)(C)C)=C(OC)C3C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C;0
COc1cc(Cc2ccc3c(c2C#N)N(C)c2ccccc2S3)cc(OC)c1OC;0
Cn1nc2ccccc2cc1=O;0
CCc1cc(-c2ccc(OC)cc2)c(C#N)c(=S)n1C1OC(CO)C(O)C(O)C1O;0
CN(C)C(=NO)C(=NO)N(C)C;0
COC(=NN=Cc1ccc(OC)cc1OC)c1ccncc1;0
COC(=O)C1(C)CCC2(C)CCC3(C)C4CCC5(COC(C)=O)C(C)C(=O)CCC5C4(C)CCC3(C)C2C1;0
COC1C(=O)CCC2(CO2)C1(O)C1(C)OC1CC=C(C)C;0
COc1ccc2c(c1)CCC1=C2CC(=O)N2CCCCN12;0
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2;0
O=C1CC(=Cc2ccccc2)C(=O)c2ccccc2N1;0
Cc1ccc(OCC2OC(n3cnc4c(Cl)nc(Nc5cc(Cl)cc(Cl)c5)nc43)CC2Oc2ccc(C)cc2)cc1;0
COc1cc2ccc3c4c(OC)cc(OC)c(OC)c4c([O-])[n+](C)c3c2cc1OC;0
COc1ccc2c(c1)CCC1C2CCC2(C)C(=NOCCN3CCCC3)CCC12.Cl;0
O=C1NC(=O)c2c3ccc(c21)CCc1ccc(c2c1C(=O)NC2=O)CC3;0
CCCC(C)N(CC(=O)Nc1ccc(S(N)(=O)=O)cc1)C(C)=O;0
Cc1c(C=NNC(=O)c2ccccc2O)c(=O)n(-c2ccccc2)n1C;0
Oc1c(Cc2ccccc2)c(-c2ccccc2)nn1C1=NCCN1;0
CCN(CC)CC(=O)Nc1ccc(Cc2ccc(NC(=O)CN(CC)CC)cc2)cc1;0
OCC1=CCC2c3[nH]c4ccccc4c3CCN2C1;0
Cc1cccc(C)c1NC(=O)CCCC(CC(=O)c1ccc(F)cc1)=NNC(=O)C(=O)NN;0
COC(=O)c1cc(Cc2cc(C(c3cc(Cc4cc(Cl)c(O)c(C(=O)OC)c4)c(O)c(C(=O)OC)c3)C(Cl)(Cl)Cl)cc(C(=O)OC)c2O)cc(Cl)c1O;0
COc1cc(C2c3cc4c(cc3OC3(OC)COC(=O)C23)OCO4)cc(OC)c1OC;0
N#CCC[PH](c1ccccc1)(c1ccccc1)c1ccccc1;0
O=C(O)CC(Sc1ccc(Cl)cc1)C(=O)Nc1ccccc1;0
CCOP(=O)(OCC)c1c(C(=O)OC)cc(O)nc1-c1ccc(C)cc1;0
Cc1cn(C(C)OCCN2C(=O)c3ccccc3C2=O)c(=O)[nH]c1=O;0
Cc1nc(Nc2ccccc2Cl)c2ccsc2n1;0
CCCCNC(=N)NC(=N)N;0
CC(=O)C1C(c2ccccc2)C2(C)OC(=O)C(C#N)C12C;0
CCOC(=O)CC1=NC(=Nc2cc(Cl)ccc2Cl)SC1;0
Cl.O=C1CCC(C(=O)OC2CN3CCC2CC3)C(=O)N1;0
CC(C)C1COC(C(C)(C)C2=NC(C(C)C)CO2)=N1;0
O=C(OCc1ccccc1)N1CCNCCNCC1;0
C=CC1(O)CCCC=C1COCc1ccccc1;0
COC(=O)C(=NNc1cccc(Cl)c1)C(C(=O)C(=O)Nc1cccc(Cl)c1C)c1nc2ccccc2nc1C;0
O=C(c1ccccc1)C(c1ccccc1)C1(O)C(=O)Nc2ccc(Br)cc21;0
CC(c1ccccc1)[PH](c1ccccc1)(c1ccccc1)c1ccccc1;0
[C-]#[N+]C1(C)CCC2C(C)CCC(C(=C)C)C23C=C(C)CCC13;0
CC1CN(c2ccc(Cl)cc2)CC(C)OC(=O)O1;0
CC(C)C1CC(CO)(CNc2nc(N)nc(Cl)c2C=O)C1;0
COC1OC2COC1(OCc1ccccc1)C1OC(C)(C)OC21;0
Cc1ccc(S(=O)(=O)NNS(C)(=O)=O)cc1;0
CCOC(=O)C=CCCO[Si](C)(C)C(C)(C)C;0
c1ccc([PH]23CC[PH]4(c5ccccc5)CC[PH](c5ccccc5)(c5ccccc5)[Pt-2]24[PH](c2ccccc2)(c2ccccc2)CC3)cc1;0
O=C1c2cc3c(cc2CC12Cc1ccc4c(c1C2=O)CCCC4)CCCC3;0
NC(CSCCSCC(N)C(=O)O)C(=O)O;0
CCN(CC)CCCN=c1c2cc(OC)ccc2[nH]c2c([N+](=O)[O-])ccc(NCCCN(CC)CC)c12;0
CNc1nc(C(N)=O)c(N)s1;0
CCOC=NC1=C(C#N)C(c2ccc(Cl)cc2)c2c(-c3ccccc3)nn(-c3ccccc3)c2O1;0
Nc1nc(O)c2ncn(CC3OC(CO)C(CO)O3)c2n1;0
COC(CO)=C1CC2(OC1=O)C1OC1C1(O)C3C(=O)OC(C(OC)C21C)C3(O)C(C)C;0
CCOP(=O)(OCC)C(c1ccc(F)cc1)N(C(=O)NC(F)(F)F)c1ccc(F)cc1;0
COc1ccccc1-c1csc(CCC(N)C(=O)O)n1;0
CCOC(=O)c1cc2c([nH]1)c(O)cc1c2ccn1Cc1ccccc1;0
Nc1nc(Cl)cc(NCC2(CO)CCC2)n1;0
CC=CC=CC=CC(O)C(C)C(CCC(C)C1OC(=O)C=CC1C)OP(=O)(O)O.[NaH];0
O=C1c2ccccc2-c2nc3ncccc3cc21;0
COc1c(OP2(=S)OCC(C)(C)CO2)cnn(C2CCCCC2)c1=O;0
CCCSP(SCCC)SCCC;0
Cc1c2cc(Br)ccc2n[c-](CCl)[n+]1=O;0
CCCC[Si](CCCC)(CCCC)OC(C=CC(=O)OCC)C(Cc1ccccc1)O[Si](CCCC)(CCCC)CCCC;0
CCN(CC)c1ccc(N=Nc2ccc(-c3nc4cccn(C)c-4n3)cc2)cc1.I;0
O=C(c1c(O)cc(O)cc1O)C1Cc2ccccc21;0
CCc1cc2c(oc3cc4ccccc4cc32)c(O)n1;0
O=[N+]([O-])c1cc(-c2nc(=S)[nH][nH]2)ccc1O;0
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)ccc12;0
CC1(C)CC(=O)c2c(nc3c(ccc4ccccc43)c2-c2ccc(NC(=O)CCC(=O)Nc3ccc(-c4c5c(nc6c4ccc4ccccc46)CC(C)(C)CC5=O)cc3)cc2)C1;0
COC(=O)C=C(C)C=Cc1c(C)c(C(C)=O)c(C)n1C;0
Clc1ccccc1-c1nn2c(CCCCCCCCc3nnc4sc(-c5ccccc5Cl)nn34)nnc2s1;0
C=C(CC(=O)Nc1ccc(C(=O)OC)o1)C(=O)OC;0
FC(F)(Sc1ncc[nH]1)c1nc2ccccc2o1;0
COc1ccc2c(c1)CCC1C2CCC2(C)OC(=O)CCC12;0
CN(N=Cc1ccccn1)C1=NCCCCN1.I;0
CCOC(CN(C)C(=O)Nc1cccc2ccccc12)OCC;0
O=c1c2cc(Cl)ccc2sc2cccc(Cl)c12;0
CCCCCCCCCCCCn1nc(C)c(C(=S)SCCCCCCCC)c1O;0
NC(=S)NC=C(c1ccc(Cl)cc1Cl)S(=O)(=O)Cc1ccc(Cl)cc1Cl;0
COc1cc(-c2ccc(N=Nc3cc4cc(S(=O)(=O)O)ccc4cc3O)c(OC)c2)ccc1N=Nc1cc2cc(S(=O)(=O)O)ccc2cc1O.[NaH];1
CC1OC23CCCCC2C(C#N)(C#N)C1(C#N)C(=N)O3;0
COC(=O)C(C(=O)C(=O)Nc1ccc(C)cc1C)c1csc(-n2nc(-c3ccccc3)cc2-c2ccccc2)n1;0
Cc1ccc(NC(=O)CC(=O)n2nc(C)c(N=Nc3ccccc3C(=O)O)c2C)cc1;0
c1ccc(CN2COc3c(ccc4c5c(ccc34)CN(Cc3ccccc3)CO5)C2)cc1;0
Cc1ccc2c(c1)P(=O)(O)c1cc(C)ccc1S2;0
COc1cc(N=Nc2ccc(N=Nc3cc(NC(C)=O)c(N=Nc4ccc(S(=O)(=O)O)cc4)cc3S(=O)(=O)O)c(C)c2)c(C)cc1NC(=O)c1ccc(N)cc1;1
Cc1ccc(S(=O)(=O)n2nc(Oc3ccc(Cl)c(Cl)c3)[nH]c2=N)cc1;0
CC(C)(C)OC(=O)NC(CS(=O)(=O)O)C(=O)O.[NaH];0
CC(=Nc1ccc(N(C)C)cc1)c1ccccc1;0
O=C(N=Nc1ccc([N+](=O)[O-])cc1)NNc1ccc([N+](=O)[O-])cc1;0
CC(N)C(=O)NC1C2C(=C(O)CC(O)C2O)C(=O)OC1(C)C(Cl)Cl;0
CCc1cc(Cc2cc(C)c(O)c(C(=O)O)c2)cc(C(=O)O)c1O.N;1
C[N+]12C=CC=C1C(N1CCCC1)c1sc(-c3ccc(Cl)cc3)cc12.[I-];0
CC(C)=CCN(N=O)c1ncnc2[nH]cnc12;0
O=C(Nc1ccc(-c2ccccc2)oc1=O)c1ccccc1;0
CCCCCCCCN(N=Cc1c2c(O)c3c(O)c(C)c4c(c3c1O)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N2)O4)C12CC3CC(CC(C3)C1)C2;0
CN(C(=O)C12C3C4C1(C(=O)O)C1C2C3(C(=O)O)C41C(=O)N(C)C(C)(C)C)C(C)(C)C;0
CCN1C(=CC#CC(C)=Cc2sc3ccc(Cl)cc3[n+]2CC)Sc2ccc(Cl)cc21.[I-];0
CC1=C2CCC3(C)C(=CCC3O)C2(C)CCC1=O;0
COc1ccc(N=NC(=O)NC(CC(C)C)C(N)=O)cc1;0
CC1(C)CC2(C)CC1CC2NC(=O)CCN1CCOCC1;0
Cc1nc2ccncc2[nH]1;0
CCOC(=O)C1(C(=O)OCC)C=C(c2ccccc2)N(C2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C1=S;0
O=C(O)c1ccc(C2COc3ccc(Cl)cc3C2)cc1;0
CCCCS(=N)(=O)CCC(N)P(=O)(O)O;0
CC(C)(C)OC(=O)CC(NC(=O)OC(C)(C)C)C(=O)NC(Cc1ccccc1)C(N)=O;1
NC1=C(N2CCOCC2)C(=O)NC2=NC(=Cc3ccccc3)C(=O)N21;0
Cl.O=C1NCCCNCCCNCCCNC(=O)c2cccc1n2;0
COC(=O)C1=C(C(=O)OC)N(c2ccncc2)C(c2ccco2)=CC1c1ccccc1[N+](=O)[O-];0
COC1(OC)C2(Cl)CCC1(Cl)C(OC(C)=O)C2;0
O=C(Cn1c2ccc(Br)cc2c2nc3ccccc3nc21)NN=Cc1ccccc1;0
O=C1C=CCC(C=CCC(O)CC(O)C=Cc2ccccc2)O1;0
Cc1cc2nn(C3CCCCO3)nc2cc1C;0
COc1cccc(NC(=O)CC(=O)N2N=C(C)C(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)O)cc3)C2=O)c1;0
CCN(CC)CCOC(=O)c1cc2cc([N+](=O)[O-])ccc2oc1=O;0
O=C1NC(=O)C(=Nc2cccc3c(O)nnc(O)c23)C(c2nc3ccccc3s2)C1=O;0
Nc1ccc(S(=O)(=O)c2ccc([N-][N+](=O)c3ccc(S(=O)(=O)c4ccc(N)cc4)cc3)cc2)cc1;0
CC(=NNS(=O)(=O)c1ccc([N+](=O)[O-])cc1)c1ccc[n+]([O-])n1;0
CCc1ccccc1NC(=O)CCc1n[nH]c(=S)o1;0
COC(=O)C(C)(C)C(OP1(=S)OCCN1C)=C(C)C;0
Cn1cnc([N+](=O)[O-])c1Sc1nnc[nH]1;0
Cc1csc(CCC(N)C(=O)O)n1;0
Cn1ccnc1Cn1cc(-c2cccc(-c3cn[nH]c3)c2)cn1;0
CC1CC(C)CC(C)C(O)C(C#N)=CC=CCC(C2CCCC2C(=O)O)OC(=O)CC(O)C(C)C1;0
CC12CCC3C(CCC4=CC(=O)C=CC43C)C1CC(O)C(=O)O2;0
C#CCOCC12C=CC(O1)C1C(=O)N(C)C(=O)C12;0
COc1ccc(C2=C(Cl)c3cc(OC)c(OC)cc3C2OC)cc1OC;0
CC(C)(C)[Si](C)(C)OCC1OC(n2ccc(=O)[nH]c2=O)C(O[Si](C)(C)C(C)(C)C)C12NC(C(=O)O)CS2;0
Cc1cc2c(C(C)C)c(O)c(O)c(C=Nc3ccccc3S)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=Nc3ccccc3S)c2c1O;0
COc1cc(C(=O)N2CCc3c([nH]c4c([N+](=O)[O-])c(OC)ccc34)C2C)cc(OC)c1OC;0
CN1CC(=Cc2cccs2)C2=NN(c3ccccc3)C(c3cccs3)C2C1;0
COC(=O)C(=Cc1ccco1)P(=O)(OC)OC;0
COC(=O)C(C(=NN)C(=O)Nc1cccc(O)c1)c1nc2ccccc2nc1O;0
C=C1CC2OC3C4C(CC(C)C(OC(C)=O)C24)C(C)COC3(C)C(OC(C)=O)CC1O;0
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NNC(=O)C(CO)(c5ccccc5)c5ccccc5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C;0
COc1cccc(C=C2C(=O)N(C(=O)c3ccc(NC(C)=O)cc3)N=C2C)c1;0
OC12c3ccccc3C3CCC4(OCCO4)C3C1c1ccccc12;0
COc1ccc(-c2sc(N=Cc3ccc(N(C)CCC#N)cc3)c(C#N)c2C)cc1OC;1
O=C1C(=Cc2cc(O)c(O)c(O)c2)Oc2cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c21;0
CC1=CC(C)(C)N=C2SC(c3ccc(N)cc3)=NN12;0
O=C(Nc1ccc(C(F)(F)F)cc1[N+](=O)[O-])C(=O)C(C(=O)c1ccc2ccccc2c1)C1OC(=O)c2ccccc21;0
N#CC(=Cc1ccccc1)c1nc(-c2cc3ccccc3oc2=O)cs1;0
COc1nc(N)c(N(C(C)=O)C(C)=O)c(O)n1;0
C1CCc2nnnn2CC1;0
O=C1OCOC1C1OCOC1=O;0
CN1C(=O)C(O)CC1c1ccc(F)cc1;0
CCOC(=O)NC(NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])(C(F)(F)F)C(F)(F)F;0
COc1cc(-c2cc(-c3cc([N+](=O)[O-])c(C=NNC(=O)c4ccncc4)o3)ccc2OC)ccc1C;0
C=CCn1c2c(c3ccccc3c1=O)C(=O)c1ccccc1-2;0
CC#CCCCC1(C)CCNC1=S;0
CC1=CC(=O)N2Cc3cc(Cl)ccc3N=C2N1;0
CC1=CC(S)NC(=S)N1;0
CNC(=O)CNC(=O)C(NC(=O)CNC(=O)C1CCCN1C(=O)C(C)NC(=O)C(NC(=O)OC(C)(C)C)C(C)C)C(C)C;0
CCCCCCCCCCCCCCCC(=O)Nc1ccn(C2CCC(COP(=O)(O)OCC3OC(n4cc(C)c(=O)[nH]c4=O)CC3F)O2)c(=O)n1;1
NNC(=O)NN=C1C(=O)N(c2ccc(Cl)c(Cl)c2)C(=O)C(=O)C1c1nc2ccccc2o1;0
NCCN1C(=O)c2ccccc2C1(O)c1ccccc1;0
CC(=O)C(=CN1C(=O)CC(=O)NC1=S)C(=O)Nc1ccccc1C;0
O=C(Nc1cccc(C(=O)NCCCO)c1)C(=Cc1ccccc1)NC(=O)c1ccccc1;0
O=C(Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1.[NaH];1
CC(=O)NC(CCCNC(=O)N(C)N=O)C(=O)NCc1ccccc1;0
CN1CCN(C)C12C=CC=CC21CC1;0
Cc1nc2ccc(N)cc2nc1O;0
COC(=O)C12CCC(C)C(C)C1C1=CCC3C4(C)CCC(OC(C)=O)C(C)(C)C4CCC3(C)C1(C)C(O)C2;0
Cc1cc(Cl)ccc1NC(=O)C(CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O)=NO;0
CCOC1=C=C=C(NC=C2SC(=S)NC2=O)C=C1;0
CSCCOC(=O)C(=[N+]=[N-])c1ccc([N+](=O)[O-])cc1;0
CCOC(=O)C(O)(NC(=O)c1ccc(F)cc1)C(F)(F)F;0
COc1ccc(-c2nnc(Sc3c([N+](=O)[O-])ncn3C)[nH]2)cc1;0
c1ccc2c(c1)NC1CCN2C1;0
CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1;0
OC(Cc1ccc2ccccc2n1)(C(F)(F)Cl)C(F)(F)Cl;0
CSc1nc2c3ccccc3ccn2c1C(=O)NN=Cc1ccccc1;0
CCOC(=O)C1CCN2CN(c3ccc(OC)cc3)N=C(c3ccccc3)C12c1ccccc1;0
